label,text,cleaned_text
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",Wen ur lovable bcum angry wid dnt seriously coz angry childish true way show deep affection care luv kettoda manda nice day da
ham,What you doing?how are you?,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",Ups days shipping company take wks way usp take week get lag bribe nipost stuff
ham,"I'm back, lemme know when you're ready",lemme know ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarily expect headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,mm yummy babe nice jolt suzy
ham,Where are you lover ? I need you ...,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,try contact reply offer Video Handset anytime network min unlimited TEXT camcorder reply
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,im park MINI come today think
ham,Yup,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,go shop cos sis Dun disturb liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,LUTON ring ur
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey horny want chat naked text hot text charge pm unsubscribe text stop
ham,Why you Dint come with us.,dint come
ham,Same. Wana plan a trip sometme then,Wana plan trip sometme
ham,"Not sure yet, still trying to get a hold of him",sure try hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service change free credit clubmobilescom choose content stop txt CLUB stop wk Club po Box MK wt
ham,The evo. I just had to download flash. Jealous?,evo download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Ringtone Club UK single chart mobile week choose quality ringtone message free charge
ham,"Come to mu, we're sorting out our narcotics situation",come mu sort narcotic situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end day morning come special way smile like sunny ray leave worry blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL pound genuine HMV voucher win answer easy question play send HMV info wwpercent realcom
ham,"Usf I guess, might as well take 1 car",Usf guess car
ham,No objection. My bf not coming.,objection bf come
ham,Thanx...,thanx
ham,Tell rob to mack his gf in the theater,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",awesome bit
ham,Just sent it. So what type of food do you like?,send type food like
ham,All done? All handed in? Celebrations in full swing yet?,hand celebration swing
ham,You got called a tool?,get call tool
ham,\Wen u miss someone,Wen miss
ham,Ok. I asked for money how far,ok ask money far
ham,Okie...,okie
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy pass night ahold anybody let know throw
ham,"K, I might come by tonight then if my class lets out early",come tonight class let early
ham,Ok..,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby cruisin girl friend hour home alright fone fone love jenny xx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love people life world call friend world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonitebusy street shall update tonitething look okvarunnathu edukkukayee raksha ollubut good real sense
ham,Hey you told your name to gautham ah?,hey tell gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,Haf find feel stupid da cam work
ham,Oops. 4 got that bit.,oop get bit
ham,Are you this much buzy,buzy
ham,I accidentally deleted the message. Resend please.,accidentally delete message Resend
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,Mobile customer claim free CAMERA phone upgrade pay sim card loyalty Offer end thfeb TC apply
ham,Unless it's a situation where YOU GO GURL would be more appropriate,situation GURL appropriate
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease cry end life die plz rise grave STUPID mis nice DAY BSLVYL
ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
ham,Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomocant believe time week
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome remember time get somebody high time diesel
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit shocking scary not imagine def night think crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge want meal tonight
ham,He is a womdarfull actor,womdarfull actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",SMS ac Blind Date Rodds Aberdeen United Kingdom check httpimg sms ac icmbcktzr blind date send HIDE
ham,Yup... From what i remb... I think should be can book... ,yup remb think book
ham,Jos ask if u wana meet up?,Jos ask wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hang thread cause will buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob check new selection content Games Tones Gossip babe sport mobile fit funky text WAP
ham,Where are the garage keys? They aren't on the bookshelf,garage key bookshelf
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today ACCEPT DAY accept Brother Sister Lover Dear best clos Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd rply mean enemy
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win week weekly quiz text play nowtc WinnersClub PO BOX uz GBP week
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say friend get money definitely buy end week
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way day normal waythis real UR uniquei hope know rest mylife Hope find wot lose
ham,You made my day. Do have a great day too.,day great day
ham,K.k:)advance happy pongal.,Kkadvance happy pongal
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",Hmm guess kb power yoga haha dunno tahan power yoga anot Thk get lo oso forgot liao
ham,"Not really dude, have no friends i'm afraid :(",dude friend afraid
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,December mobile mths entitle update late colour camera mobile Free Mobile Update Co free
ham,"Coffee cake, i guess...",coffee cake guess
ham,"Merry Christmas to you too babe, i love ya *kisses*",merry Christmas babe love ya kiss
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,hey not watch man lunch haha
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud tell ppl gona bit cos bus hav gon past cos waitin pete
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,great Guild meet Bristol road touch weekend plan flight good week
ham,No problem. How are you doing?,problem
ham,No calls..messages..missed calls,call message miss call
ham,Hi da:)how is the todays class?,hi dahow todays class
ham,"I'd say that's a good sign but, well, you know my track record at reading women",good sign know track record read woman
ham,"Cool, text me when you're parked",cool text park
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,read text send mean joke read light
ham,K.k:)apo k.good movie.,Kkapo kgood movie
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,maybe book tomo return immediately
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Germany penny minute fix line access number prepayment direct access
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,chance evaporate soon violate privacy steal phone number employer paperwork cool contact report supervisor
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentine Day Special win quiz partner trip lifetime send msg rcvd custcare
ham,"Ta-Daaaaa! I am home babe, are you still up ?",Ta Daa home babe
ham,Cool. So how come you havent been wined and dined before?,cool come not wine dine
ham,Just sleeping..and surfing,sleep surf
ham,"Sorry, I'll call later",sorry later
ham,U calling me right? Call my hand phone...,call right hand phone
ham,Ok that's great thanx a lot.,ok great thanx lot
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,post come text happy reading wiv hello caroline end favourite bless
